ad_id,seller_id,category,title,posted_date,sold_date,deletion_date,price,status
352,115,Eletrônicos,Item Consequatur 41,2025-05-14,2025-06-07,,466.1,Sold
353,172,Móveis,Item Quo 18,2025-06-22,,2025-09-14,28.77,Deleted
354,357,Móveis,Item Facilis 98,2025-05-26,,,355.71,Active
355,316,Eletrônicos,Item Facere 11,2025-02-23,,,19.31,Active
356,77,Livros,Item Debitis 94,2025-08-14,2025-10-07,,308.35,Sold
357,57,Roupas,Item Odio 31,2025-01-28,,,157.56,Active
358,215,Esportes,Item Aperiam 80,2025-06-20,2025-07-06,,233.99,Sold
359,464,Brinquedos,Item Asperiores 77,2025-05-12,2025-07-05,,272.67,Sold
360,295,Móveis,Item Debitis 92,2025-05-16,,2025-07-21,80.35,Deleted
361,1,Livros,Item Culpa 46,2025-05-10,,,127.88,Active
362,96,Esportes,Item Quod 86,2025-09-10,,,51.95,Active
363,35,Livros,Item Iure 70,2025-09-20,,,258.59,Active
364,11,Brinquedos,Item Laudantium 61,2025-10-12,,2025-12-22,31.33,Deleted
365,192,Roupas,Item Culpa 96,2025-09-10,,,17.96,Active
366,124,Esportes,Item Sapiente 85,2025-09-08,2025-10-01,,317.85,Sold
367,69,Eletrônicos,Item Blanditiis 46,2025-01-22,,2025-03-06,277.55,Deleted
368,426,Esportes,Item Velit 60,2025-11-18,,2025-12-11,490.6,Deleted
369,324,Móveis,Item In 18,2025-12-09,,,40.92,Active
370,19,Roupas,Item Dolore 26,2025-06-24,,,31.47,Active
371,22,Roupas,Item Quis 40,2025-03-07,2025-05-03,,262.54,Sold
372,130,Eletrônicos,Item Earum 97,2025-01-25,,2025-03-27,326.98,Deleted
373,183,Eletrônicos,Item Maiores 84,2025-03-02,,,172.64,Active
374,189,Brinquedos,Item Magnam 52,2025-04-04,2025-05-26,,374.22,Sold
375,174,Móveis,Item Illo 64,2025-12-06,,,349.11,Active
376,474,Livros,Item Natus 35,2025-01-09,,,402.56,Active
377,41,Brinquedos,Item Harum 78,2024-12-27,,2025-02-20,497.6,Deleted
378,151,Roupas,Item Aperiam 14,2025-07-25,2025-08-29,,49.23,Sold
379,157,Brinquedos,Item Occaecati 78,2025-03-03,,2025-04-10,361.65,Deleted
380,228,Roupas,Item Natus 58,2025-01-13,2025-02-27,,30.75,Sold
381,315,Brinquedos,Item Quo 36,2025-07-27,,,323.34,Active
382,187,Livros,Item Hic 96,2025-12-19,2025-12-23,,342.91,Sold
383,435,Livros,Item Numquam 87,2025-09-29,2025-10-09,,392.84,Sold
384,35,Móveis,Item Ea 100,2025-04-02,2025-04-11,,326.13,Sold
385,197,Livros,Item Et 5,2025-04-25,,,306.5,Active
386,486,Roupas,Item Ratione 48,2025-02-03,,2025-04-02,227.53,Deleted
387,71,Livros,Item Quos 47,2025-05-12,2025-06-18,,205.04,Sold
388,128,Eletrônicos,Item Tempora 4,2024-12-29,,2025-02-03,370.48,Deleted
389,266,Brinquedos,Item Quis 72,2025-03-12,,,67.7,Active
390,361,Brinquedos,Item Ullam 28,2025-02-03,,,498.22,Active
391,356,Brinquedos,Item Maxime 26,2025-06-07,,,70.09,Active
392,89,Esportes,Item Corporis 57,2025-04-12,2025-05-11,,498.66,Sold
393,342,Roupas,Item Quas 91,2025-02-01,,2025-03-14,41.82,Deleted
394,457,Roupas,Item Incidunt 21,2025-03-10,,2025-04-17,358.79,Deleted
395,90,Roupas,Item Voluptas 66,2025-02-17,,2025-05-10,119.88,Deleted
396,72,Móveis,Item Beatae 64,2025-06-10,2025-07-31,,22.88,Sold
397,189,Brinquedos,Item Itaque 71,2025-08-29,,2025-11-11,73.59,Deleted
398,159,Brinquedos,Item Dolorum 92,2025-07-13,2025-07-18,,362.25,Sold
399,394,Brinquedos,Item Similique 74,2025-06-21,,2025-08-13,46.14,Deleted
400,329,Eletrônicos,Item Minus 58,2025-08-28,,,238.26,Active
401,66,Livros,Item Aut 82,2025-10-12,,2025-11-26,298.02,Deleted
402,258,Eletrônicos,Item Quam 16,2025-02-02,2025-03-02,,263.87,Sold
403,85,Móveis,Item Rerum 42,2025-05-05,,,468.02,Active
404,486,Livros,Item Eum 37,2025-11-25,2025-12-18,,424.51,Sold
405,101,Esportes,Item Alias 71,2025-01-27,,,144.48,Active
406,315,Livros,Item Voluptatem 12,2025-08-12,,2025-09-20,256.26,Deleted
407,483,Livros,Item Laborum 20,2025-01-21,2025-02-28,,93.89,Sold
408,173,Livros,Item Optio 6,2025-08-12,,2025-10-29,414.37,Deleted
409,24,Esportes,Item Earum 99,2025-09-22,2025-09-28,,292.62,Sold
410,393,Livros,Item Aperiam 54,2025-03-30,,2025-04-26,312.87,Deleted
411,456,Esportes,Item Maxime 70,2025-02-26,2025-03-30,,151.94,Sold
412,248,Móveis,Item Aperiam 88,2025-07-18,,,208.99,Active
413,38,Esportes,Item Pariatur 8,2025-01-22,,,87.46,Active
414,248,Brinquedos,Item Ad 27,2025-05-27,,,176.69,Active
415,442,Esportes,Item Dolor 41,2025-10-16,2025-11-06,,369.76,Sold
416,500,Brinquedos,Item Modi 17,2025-10-01,,,382.73,Active
417,55,Roupas,Item Eum 31,2025-06-03,,2025-08-14,238.57,Deleted
418,231,Móveis,Item Ipsam 19,2025-01-16,,,57.44,Active
419,485,Brinquedos,Item Atque 79,2025-09-03,,,214.89,Active
420,168,Livros,Item Nulla 93,2025-09-01,2025-10-24,,163.23,Sold
421,264,Brinquedos,Item Accusamus 64,2024-12-28,2025-01-29,,440.75,Sold
422,12,Eletrônicos,Item Amet 51,2025-07-29,,,257.67,Active
423,299,Roupas,Item Natus 7,2025-09-29,2025-10-13,,34.76,Sold
424,306,Esportes,Item Blanditiis 87,2025-08-09,,,240.59,Active
425,434,Eletrônicos,Item Odio 56,2025-07-14,,2025-07-16,75.63,Deleted
426,373,Roupas,Item Ullam 98,2025-12-03,,,207.59,Active
427,27,Livros,Item Eum 72,2025-08-02,2025-08-28,,105.38,Sold
428,38,Brinquedos,Item Quidem 65,2025-02-26,,2025-04-04,230.67,Deleted
429,423,Livros,Item Maxime 88,2025-03-28,,2025-05-03,309.41,Deleted
430,202,Roupas,Item Itaque 44,2025-12-12,2025-12-19,,283.34,Sold
431,387,Móveis,Item Impedit 26,2025-01-27,,,305.21,Active
432,257,Eletrônicos,Item Vero 6,2025-03-17,,,29.07,Active
433,412,Brinquedos,Item Et 67,2025-12-04,,2026-01-16,233.92,Deleted
434,72,Roupas,Item Atque 79,2025-09-13,,2025-11-18,166.08,Deleted
435,316,Esportes,Item Nesciunt 39,2025-01-21,,,300.93,Active
436,273,Brinquedos,Item Et 91,2025-01-09,,2025-03-16,285.83,Deleted
437,418,Eletrônicos,Item Odio 48,2024-12-23,,,172.31,Active
438,158,Esportes,Item Eveniet 89,2025-12-18,2025-12-23,,318.34,Sold
439,136,Esportes,Item Aperiam 100,2025-09-09,,2025-11-09,293.45,Deleted
440,27,Livros,Item Occaecati 62,2025-05-12,2025-06-28,,93.55,Sold
441,397,Brinquedos,Item Fugit 19,2025-08-13,,2025-11-01,412.61,Deleted
442,294,Esportes,Item Eveniet 15,2025-08-05,2025-08-08,,103.48,Sold
443,161,Brinquedos,Item Quam 20,2025-08-03,,,212.35,Active
444,257,Livros,Item Iusto 61,2025-02-03,2025-03-02,,437.68,Sold
445,362,Móveis,Item Facilis 67,2025-06-03,,2025-06-11,111.6,Deleted
446,340,Brinquedos,Item Minima 68,2025-03-07,,,194.64,Active
447,176,Livros,Item Suscipit 46,2025-12-18,2025-12-23,,341.18,Sold
448,330,Esportes,Item Eius 34,2025-10-18,,2026-01-14,308.94,Deleted
449,143,Livros,Item Deserunt 39,2025-10-29,2025-11-14,,120.18,Sold
450,395,Roupas,Item Doloremque 91,2025-04-27,,,111.57,Active
451,163,Brinquedos,Item Tempora 45,2025-10-28,,2025-12-30,284.64,Deleted
452,148,Eletrônicos,Item Asperiores 74,2025-03-08,,2025-04-13,341.54,Deleted
453,459,Brinquedos,Item Molestias 45,2025-05-26,,,477.76,Active
454,22,Roupas,Item Saepe 92,2025-04-05,2025-04-24,,48.72,Sold
455,336,Roupas,Item Recusandae 96,2025-07-11,,,244.75,Active
456,276,Roupas,Item Nostrum 72,2025-04-28,2025-06-20,,351.12,Sold
457,316,Esportes,Item Sint 76,2025-12-05,2025-12-12,,127.25,Sold
458,464,Livros,Item Quas 29,2025-03-11,2025-04-23,,322.59,Sold
459,212,Roupas,Item Minima 92,2025-08-23,2025-08-30,,241.48,Sold
460,3,Livros,Item Consectetur 21,2025-05-15,,2025-06-02,209.38,Deleted
461,245,Esportes,Item Excepturi 26,2025-01-11,,,380.4,Active
462,165,Roupas,Item Molestiae 83,2025-10-09,,,38.99,Active
463,294,Móveis,Item Facilis 69,2025-09-28,2025-11-09,,371.96,Sold
464,472,Móveis,Item Culpa 54,2025-06-15,2025-08-13,,442.3,Sold
465,471,Eletrônicos,Item Officiis 51,2025-06-09,2025-08-08,,396.1,Sold
466,384,Roupas,Item Ullam 5,2025-07-30,2025-09-28,,14.54,Sold
467,55,Roupas,Item Consequuntur 37,2025-02-04,,2025-04-23,232.63,Deleted
468,269,Brinquedos,Item Repellat 18,2025-02-05,,2025-04-16,427.02,Deleted
469,140,Móveis,Item Sapiente 15,2025-04-26,,,172.04,Active
470,332,Roupas,Item Suscipit 92,2025-09-10,,2025-11-08,101.24,Deleted
471,405,Roupas,Item Impedit 73,2025-01-03,,2025-02-16,340.46,Deleted
472,313,Esportes,Item Explicabo 52,2025-08-24,2025-09-05,,415.23,Sold
473,45,Brinquedos,Item Est 86,2025-04-09,,2025-05-21,56.74,Deleted
474,166,Móveis,Item Nulla 1,2025-06-21,2025-07-22,,137.78,Sold
475,386,Roupas,Item Odio 43,2025-04-18,2025-05-17,,157.95,Sold
476,6,Roupas,Item Sit 84,2025-11-17,,2026-01-30,186.18,Deleted
477,342,Eletrônicos,Item Eius 60,2025-05-15,2025-05-19,,160.34,Sold
478,352,Livros,Item Consequuntur 91,2025-05-27,,,387.22,Active
479,328,Roupas,Item Animi 48,2025-06-15,,2025-07-01,311.17,Deleted
480,245,Móveis,Item Explicabo 59,2025-06-13,2025-06-22,,376.39,Sold
481,213,Esportes,Item Saepe 71,2025-03-16,,2025-05-03,457.27,Deleted
482,423,Móveis,Item Beatae 98,2025-06-05,,2025-08-30,131.26,Deleted
483,270,Brinquedos,Item Cumque 68,2025-06-29,,2025-07-10,354.85,Deleted
484,289,Eletrônicos,Item Facere 8,2025-07-28,2025-09-25,,416.1,Sold
485,294,Livros,Item Aliquam 20,2025-01-23,,2025-02-18,90.62,Deleted
486,60,Esportes,Item Itaque 27,2025-01-05,,2025-03-03,361.29,Deleted
487,47,Livros,Item Error 58,2025-07-22,,,406.26,Active
488,68,Livros,Item Veniam 54,2025-08-31,,,233.83,Active
489,237,Esportes,Item At 40,2025-11-14,2025-12-20,,364.41,Sold
490,131,Eletrônicos,Item Impedit 96,2025-05-21,,,116.77,Active
491,217,Roupas,Item Numquam 90,2025-10-10,2025-10-13,,41.24,Sold
492,479,Brinquedos,Item Dolores 5,2025-12-22,2025-12-23,,150.67,Sold
493,70,Esportes,Item Accusantium 94,2025-05-21,2025-07-10,,326.48,Sold
494,192,Brinquedos,Item Hic 58,2025-08-02,,,436.11,Active
495,193,Eletrônicos,Item Ratione 88,2025-08-07,,,482.43,Active
496,335,Roupas,Item Vel 16,2025-01-21,,2025-02-08,97.45,Deleted
497,271,Móveis,Item Veritatis 94,2025-03-26,,2025-05-16,489.57,Deleted
498,12,Roupas,Item Ipsum 60,2025-08-24,2025-10-12,,340.01,Sold
499,273,Brinquedos,Item Facilis 30,2025-01-07,,2025-03-03,131.28,Deleted
500,80,Roupas,Item Saepe 25,2025-01-02,,,469.33,Active
501,17,Esportes,Item In 54,2025-12-19,,2026-01-03,311.31,Deleted
502,106,Eletrônicos,Item Sit 13,2025-01-25,2025-02-10,,301.03,Sold
503,307,Esportes,Item Iste 91,2025-04-17,,,437.38,Active
504,23,Brinquedos,Item Rem 57,2025-03-30,2025-05-17,,124.83,Sold
505,443,Eletrônicos,Item Officia 18,2025-05-08,2025-06-26,,256.91,Sold
506,120,Esportes,Item Harum 74,2025-01-18,,,166.26,Active
507,420,Roupas,Item Aspernatur 31,2025-01-17,,2025-04-14,157.86,Deleted
508,267,Móveis,Item Ipsa 53,2024-12-25,2025-02-06,,157.25,Sold
509,486,Livros,Item Atque 95,2025-07-13,2025-08-18,,456.67,Sold
510,219,Livros,Item Repellat 64,2025-01-09,,2025-04-06,32.97,Deleted
511,483,Esportes,Item Voluptate 86,2025-12-05,,,196.77,Active
512,357,Brinquedos,Item Quae 53,2025-10-16,,2025-11-26,83.12,Deleted
513,95,Livros,Item Quasi 61,2025-08-06,,,128.07,Active
514,440,Esportes,Item Maiores 19,2025-09-19,2025-10-09,,404.83,Sold
515,212,Brinquedos,Item Corrupti 72,2025-01-18,2025-02-23,,269.7,Sold
516,125,Roupas,Item Blanditiis 27,2024-12-25,,,171.83,Active
517,231,Roupas,Item Nostrum 12,2025-01-21,2025-03-22,,272.46,Sold
518,138,Brinquedos,Item Accusamus 87,2025-08-29,2025-09-02,,306.44,Sold
519,38,Móveis,Item Magnam 98,2025-10-28,2025-12-23,,297.92,Sold
520,112,Brinquedos,Item Dignissimos 27,2025-07-29,,2025-10-09,436.04,Deleted
521,156,Eletrônicos,Item Recusandae 28,2025-11-01,,,469.21,Active
522,383,Brinquedos,Item Numquam 32,2025-01-31,,2025-02-16,350.86,Deleted
523,204,Móveis,Item Repellendus 71,2025-07-05,,2025-08-01,167.59,Deleted
524,195,Brinquedos,Item Sunt 69,2025-06-27,,,327.87,Active
525,134,Roupas,Item Doloremque 66,2025-04-05,,,442.58,Active
526,51,Esportes,Item Autem 61,2025-02-19,,,383.2,Active
527,469,Móveis,Item Minus 48,2025-01-12,,,163.33,Active
528,443,Móveis,Item Eos 95,2025-11-05,2025-12-12,,81.5,Sold
529,284,Livros,Item Fugiat 75,2025-12-06,,,362.81,Active
530,79,Móveis,Item Consequuntur 43,2025-10-30,,,122.71,Active
531,256,Livros,Item Quo 84,2025-03-13,,2025-04-14,472.3,Deleted
532,132,Brinquedos,Item Ratione 93,2025-02-09,,,324.43,Active
533,236,Móveis,Item Quos 94,2025-01-03,,,399.54,Active
534,369,Livros,Item Fugit 63,2025-03-17,2025-03-26,,100.18,Sold
535,491,Eletrônicos,Item Architecto 68,2025-05-08,,2025-07-30,26.57,Deleted
536,343,Eletrônicos,Item Inventore 98,2025-07-31,2025-09-22,,13.13,Sold
537,323,Móveis,Item Ipsum 9,2025-09-22,2025-11-15,,356.51,Sold
538,259,Brinquedos,Item Impedit 48,2025-03-21,2025-04-04,,39.62,Sold
539,479,Livros,Item Optio 62,2025-07-04,,2025-09-28,333.05,Deleted
540,273,Livros,Item Dolore 53,2025-05-11,2025-05-12,,15.81,Sold
541,275,Roupas,Item Cupiditate 3,2025-10-05,,2025-11-10,256.09,Deleted
542,221,Móveis,Item Sed 14,2025-11-11,,2026-02-06,459.84,Deleted
543,124,Móveis,Item Voluptatem 80,2025-10-01,,2025-10-21,267.96,Deleted
544,137,Brinquedos,Item Eius 11,2025-12-04,,,192.8,Active
545,236,Livros,Item At 32,2025-07-13,,,495.21,Active
546,351,Eletrônicos,Item Quae 84,2025-09-25,2025-10-15,,495.92,Sold
547,48,Brinquedos,Item Reprehenderit 49,2025-10-24,,2025-10-29,194.81,Deleted
548,29,Esportes,Item Libero 2,2025-03-30,,,354.39,Active
549,433,Brinquedos,Item Officia 83,2025-07-28,2025-08-29,,394.34,Sold
550,459,Livros,Item Quibusdam 6,2025-02-18,,2025-03-03,122.59,Deleted
551,244,Roupas,Item Modi 6,2025-10-02,,2025-12-14,462.84,Deleted
552,461,Livros,Item Blanditiis 73,2025-05-23,,2025-06-28,332.47,Deleted
553,436,Roupas,Item Dolore 3,2025-05-06,2025-07-05,,481.12,Sold
554,386,Esportes,Item Sed 51,2025-08-21,,2025-09-09,465.15,Deleted
555,84,Livros,Item Dolorum 31,2025-04-01,,,287.68,Active
556,347,Livros,Item Placeat 43,2025-06-22,,,198.08,Active
557,405,Esportes,Item Dolorem 93,2025-10-02,,2025-10-20,48.43,Deleted
558,28,Eletrônicos,Item Perferendis 56,2025-01-15,,2025-03-01,123.75,Deleted
559,310,Livros,Item Laboriosam 77,2025-02-22,2025-03-16,,204.38,Sold
560,16,Esportes,Item In 35,2025-09-13,,,393.94,Active
561,252,Móveis,Item Facilis 46,2025-07-02,,,280.99,Active
562,222,Móveis,Item Ad 88,2025-02-20,,,297.08,Active
563,44,Livros,Item Dignissimos 38,2025-04-27,,,401.05,Active
564,43,Roupas,Item Totam 20,2025-03-03,,2025-03-13,196.2,Deleted
565,379,Brinquedos,Item Facere 41,2025-09-13,,2025-10-03,186.74,Deleted
566,483,Roupas,Item Cupiditate 57,2025-08-25,2025-08-26,,186.36,Sold
567,53,Móveis,Item Iure 12,2025-07-31,,,101.82,Active
568,286,Livros,Item Temporibus 66,2025-07-28,,,209.94,Active
569,182,Livros,Item Non 12,2025-03-10,2025-03-16,,302.49,Sold
570,443,Brinquedos,Item Enim 2,2025-12-10,,,153.01,Active
571,399,Eletrônicos,Item Ut 93,2025-09-10,,,451.56,Active
572,267,Móveis,Item Culpa 88,2025-02-21,2025-03-30,,196.56,Sold
573,155,Roupas,Item Natus 64,2025-08-23,2025-09-10,,81.51,Sold
574,142,Brinquedos,Item Iure 39,2025-09-07,2025-10-05,,247.27,Sold
575,129,Móveis,Item Explicabo 93,2025-09-04,2025-09-28,,316.27,Sold
576,101,Brinquedos,Item Magni 14,2025-03-09,,2025-05-27,76.39,Deleted
577,431,Livros,Item Dicta 49,2025-12-20,2025-12-23,,404.0,Sold
578,226,Roupas,Item Eaque 56,2025-01-25,,,409.58,Active
579,70,Roupas,Item Ad 42,2025-12-05,,2026-02-20,305.57,Deleted
580,246,Roupas,Item Explicabo 23,2025-06-02,,2025-06-28,482.64,Deleted
581,150,Esportes,Item Facere 89,2025-12-04,,,320.12,Active
582,167,Brinquedos,Item Provident 36,2025-09-27,,2025-10-29,410.08,Deleted
583,187,Eletrônicos,Item Nostrum 73,2025-02-22,,,107.9,Active
584,350,Livros,Item Ex 4,2025-11-13,,2025-12-07,476.97,Deleted
585,483,Esportes,Item Deserunt 27,2025-06-10,,,224.84,Active
586,426,Esportes,Item Mollitia 9,2025-01-17,,,411.29,Active
587,345,Brinquedos,Item Inventore 18,2025-10-20,,,320.33,Active
588,367,Brinquedos,Item Modi 49,2025-12-21,2025-12-23,,46.24,Sold
589,299,Brinquedos,Item Voluptate 69,2025-04-14,,2025-06-15,258.24,Deleted
590,279,Eletrônicos,Item Soluta 47,2025-01-08,,2025-03-03,353.8,Deleted
591,327,Eletrônicos,Item Ipsum 14,2025-07-03,,2025-09-18,386.79,Deleted
592,182,Móveis,Item Voluptatem 83,2025-08-27,,2025-11-21,310.21,Deleted
593,347,Esportes,Item Qui 52,2025-10-13,,2026-01-04,483.74,Deleted
594,495,Brinquedos,Item Molestiae 14,2025-06-15,,,15.17,Active
595,114,Livros,Item Debitis 96,2025-08-28,,,264.21,Active
596,295,Móveis,Item Nesciunt 58,2025-02-05,,2025-05-05,193.32,Deleted
597,396,Esportes,Item Dolore 76,2025-10-19,,,348.31,Active
598,13,Brinquedos,Item Expedita 14,2025-11-26,2025-12-19,,154.76,Sold
599,426,Esportes,Item Quam 19,2025-07-20,2025-07-28,,180.68,Sold
600,234,Móveis,Item Facere 67,2024-12-27,,,246.63,Active
601,50,Brinquedos,Item Assumenda 93,2025-07-08,,,351.41,Active
602,35,Roupas,Item Temporibus 6,2025-10-29,,,406.99,Active
603,435,Roupas,Item Saepe 83,2025-01-01,2025-01-03,,63.59,Sold
604,380,Móveis,Item Dolore 67,2025-04-01,2025-05-31,,95.48,Sold
605,287,Brinquedos,Item Tenetur 60,2025-11-24,2025-12-16,,123.61,Sold
606,323,Móveis,Item Rerum 24,2025-07-02,,,323.83,Active
607,203,Eletrônicos,Item Doloremque 95,2025-03-07,,,310.91,Active
608,304,Brinquedos,Item Veritatis 50,2025-10-26,2025-11-24,,12.18,Sold
609,143,Esportes,Item Vero 9,2025-11-17,2025-12-01,,292.9,Sold
610,188,Roupas,Item Veniam 26,2025-09-05,,2025-09-29,234.2,Deleted
611,344,Brinquedos,Item Impedit 68,2025-04-22,,,483.3,Active
612,306,Brinquedos,Item Doloremque 79,2025-08-11,,,202.35,Active
613,181,Brinquedos,Item Suscipit 80,2025-10-20,2025-11-12,,94.54,Sold
614,471,Livros,Item Nemo 76,2025-10-14,,2025-11-22,51.53,Deleted
615,61,Móveis,Item Eaque 40,2025-03-02,2025-03-23,,67.3,Sold
616,356,Móveis,Item Totam 66,2025-02-14,,,200.35,Active
617,295,Brinquedos,Item Doloribus 55,2025-04-06,,2025-04-24,101.02,Deleted
618,356,Esportes,Item Quaerat 23,2025-09-21,,2025-11-29,281.91,Deleted
619,148,Móveis,Item Eligendi 24,2025-01-31,,,164.14,Active
620,318,Eletrônicos,Item Quia 46,2025-03-04,,,476.4,Active
621,70,Móveis,Item Ex 50,2025-07-01,,,482.28,Active
622,254,Brinquedos,Item Deleniti 88,2025-11-30,,2026-02-22,250.95,Deleted
623,251,Móveis,Item Quos 11,2025-12-12,,2026-02-07,287.04,Deleted
624,17,Roupas,Item Asperiores 29,2025-03-30,2025-04-18,,273.43,Sold
625,235,Livros,Item Debitis 96,2025-06-15,2025-08-04,,388.55,Sold
626,282,Livros,Item Ut 15,2025-05-27,,,290.63,Active
627,397,Livros,Item Nulla 47,2025-01-30,,,275.6,Active
628,369,Brinquedos,Item Rerum 70,2025-10-30,2025-12-18,,117.09,Sold
629,53,Esportes,Item Sunt 84,2025-10-03,,,378.16,Active
630,448,Eletrônicos,Item Minus 58,2025-05-17,,,138.78,Active
631,444,Eletrônicos,Item Perferendis 100,2025-04-14,2025-05-13,,407.83,Sold
632,378,Livros,Item Aliquid 89,2025-08-18,2025-10-09,,181.81,Sold
633,324,Brinquedos,Item Numquam 22,2025-07-19,,2025-10-06,311.91,Deleted
634,106,Eletrônicos,Item Sit 73,2025-05-12,2025-07-04,,181.9,Sold
635,306,Livros,Item Repellendus 22,2025-02-15,,,168.59,Active
636,149,Livros,Item Architecto 35,2025-04-27,,2025-06-04,476.67,Deleted
637,418,Eletrônicos,Item Eius 18,2025-11-06,,2026-02-01,481.76,Deleted
638,471,Eletrônicos,Item Beatae 36,2025-03-11,,,434.85,Active
639,444,Móveis,Item Deleniti 32,2025-10-21,2025-12-05,,81.66,Sold
640,425,Móveis,Item Soluta 98,2025-08-31,,,423.34,Active
641,251,Móveis,Item In 74,2025-07-16,,,319.88,Active
642,193,Brinquedos,Item Eius 10,2025-11-04,,2025-12-28,320.48,Deleted
643,264,Esportes,Item Quidem 36,2025-07-24,2025-08-19,,350.4,Sold
644,233,Brinquedos,Item Vero 42,2025-12-19,,,295.16,Active
645,375,Brinquedos,Item Ad 82,2025-03-17,,2025-03-29,335.43,Deleted
646,436,Eletrônicos,Item Cumque 69,2025-09-28,,,204.88,Active
647,423,Móveis,Item Illo 64,2025-08-29,,,141.58,Active
648,173,Livros,Item Facere 74,2025-01-15,,,73.99,Active
649,404,Roupas,Item Enim 88,2025-08-08,,,383.5,Active
650,321,Brinquedos,Item Iste 3,2024-12-31,2025-01-07,,70.88,Sold
651,1,Brinquedos,Item Ducimus 26,2025-12-19,2025-12-23,,497.89,Sold
652,333,Roupas,Item Earum 21,2025-06-02,2025-07-29,,438.47,Sold
653,48,Esportes,Item Et 47,2025-02-22,,,132.69,Active
654,341,Esportes,Item Excepturi 22,2025-09-04,,,35.38,Active
655,372,Esportes,Item Veritatis 97,2025-06-20,,2025-07-30,124.73,Deleted
656,361,Eletrônicos,Item Quia 1,2025-01-05,,2025-01-17,114.58,Deleted
657,304,Móveis,Item Amet 67,2025-02-10,2025-02-19,,343.19,Sold
658,357,Roupas,Item Perferendis 16,2025-09-13,2025-09-14,,494.2,Sold
659,356,Móveis,Item Beatae 62,2025-12-17,,,44.71,Active
660,46,Esportes,Item Nam 14,2025-10-31,,,60.57,Active
661,452,Roupas,Item Corrupti 18,2025-06-14,,,197.53,Active
662,347,Móveis,Item Ratione 9,2025-10-27,2025-12-08,,269.95,Sold
663,333,Móveis,Item Blanditiis 57,2025-04-17,2025-05-27,,182.08,Sold
664,384,Móveis,Item Aspernatur 53,2025-09-22,2025-11-02,,311.88,Sold
665,441,Móveis,Item Consequatur 12,2025-09-14,,,449.33,Active
666,64,Livros,Item Unde 94,2025-01-20,2025-03-10,,198.18,Sold
667,162,Móveis,Item Dicta 32,2025-03-02,,,145.71,Active
668,284,Livros,Item Dicta 77,2025-11-03,2025-11-19,,363.38,Sold
669,399,Esportes,Item Reprehenderit 4,2025-12-19,,,425.47,Active
670,106,Livros,Item Ipsa 78,2025-01-04,,2025-02-12,259.67,Deleted
671,152,Esportes,Item Expedita 7,2025-09-12,,2025-11-02,394.06,Deleted
672,198,Eletrônicos,Item Veniam 31,2025-02-10,2025-03-14,,254.8,Sold
673,271,Eletrônicos,Item Libero 47,2025-10-23,,2025-11-02,467.62,Deleted
674,441,Livros,Item Quia 54,2025-10-03,2025-10-28,,189.05,Sold
675,391,Brinquedos,Item Molestias 99,2025-11-12,,2025-12-05,45.77,Deleted
676,8,Roupas,Item Perspiciatis 28,2025-08-14,,2025-08-23,29.52,Deleted
677,204,Livros,Item Magnam 37,2025-10-31,2025-12-21,,318.0,Sold
678,217,Esportes,Item Aperiam 52,2025-08-26,,2025-10-19,50.39,Deleted
679,316,Móveis,Item Quis 36,2025-05-01,,2025-07-09,50.96,Deleted
680,472,Móveis,Item Magni 20,2025-05-11,2025-06-13,,272.83,Sold
681,301,Esportes,Item Repudiandae 98,2025-07-21,,,418.92,Active
682,34,Roupas,Item A 90,2025-01-22,,2025-04-15,224.37,Deleted
683,126,Eletrônicos,Item Fuga 56,2025-05-21,2025-05-25,,66.83,Sold
684,29,Roupas,Item Doloremque 86,2025-05-17,,2025-08-03,373.43,Deleted
685,62,Eletrônicos,Item Quibusdam 91,2025-08-29,,2025-09-21,77.23,Deleted
686,255,Roupas,Item Ipsam 67,2025-09-14,2025-09-25,,263.44,Sold
687,86,Roupas,Item Reiciendis 17,2025-01-13,,2025-02-16,377.39,Deleted
688,376,Eletrônicos,Item Expedita 99,2025-05-07,,,450.95,Active
689,414,Brinquedos,Item Exercitationem 35,2025-02-17,,,266.69,Active
690,365,Livros,Item Error 81,2025-09-22,,,47.76,Active
691,262,Roupas,Item Est 8,2025-04-05,,,254.81,Active
692,189,Móveis,Item Voluptate 33,2025-09-22,,2025-10-14,388.93,Deleted
693,371,Eletrônicos,Item Sapiente 30,2025-11-06,,2026-02-01,372.98,Deleted
694,440,Eletrônicos,Item Molestias 32,2025-03-11,2025-03-14,,32.53,Sold
695,197,Móveis,Item Quidem 23,2025-06-17,,,466.27,Active
696,412,Esportes,Item Ut 95,2025-07-11,2025-08-16,,331.29,Sold
697,214,Esportes,Item Ipsam 41,2025-12-21,2025-12-23,,142.92,Sold
698,191,Eletrônicos,Item Numquam 65,2025-10-23,2025-11-29,,339.93,Sold
699,115,Livros,Item Ea 6,2025-04-26,2025-05-08,,477.5,Sold
700,239,Roupas,Item Unde 100,2025-10-10,2025-12-06,,423.97,Sold
701,45,Livros,Item Sed 59,2025-11-28,,,13.9,Active
702,289,Roupas,Item A 95,2025-03-03,2025-03-22,,315.13,Sold
703,189,Livros,Item Velit 64,2025-07-03,,,498.92,Active
704,462,Livros,Item Alias 98,2025-03-21,2025-05-07,,400.03,Sold
705,478,Brinquedos,Item Debitis 4,2025-12-17,2025-12-18,,124.17,Sold
